Book Number	Title
1592	Clinical Microbiology for paramedical undergraduates
1593	Clinical Microbiology for paramedical undergraduates
1594	Managing Organization
1595	Understanding Nursing Reseaerch
1596	Medical Microbiology
1597	Anatomy and Physiology In Health and Illness
1598	English Sinhala Malalasekera Dictionary
1599	Management 16 ed
1600	The Law of Contracts vol 11
1601	The Law of Contracts vol 1
1602	The Law of Contracts vol 1
1603	The Law of Contracts vol 11
1604	Employee Training and Development
1605	Compensation
1606	Compensation
1607	Working Capital Management
1608	Managerial Economics
1609	Managerial Economics
1610	Advanced Accountancy vol 1
1611	Advanced Accountancy vol 1
1612	Operations Management
1613	SOCIOLOGY IN NURSING GLOBE
1614	Sociology for Nursing &Allied Health Sciences
1615	Nursing Research
1616	Nursing Administration
1617	Nutriton & Biochemistery for Nurses
1618	Evidence based practice in Nursing
1619	Anatomy MCQS
1620	Business Statistics-A first course
1621	Basic Immunology
1622	Lippincott's Illustrated Reviews
1623	Corporate financial Strategy
1624	Nurse as educator
1625	Ross & Wilson Anatomy & Physiology
1626	Ross & Wilson Anatomy & Physiology
1627	Ross & Wilson Anatomy & Physiology
1628	Ross & Wilson Anatomy & Physiology
1629	Dacie & Lewis Practical Haematology
1630	Dacie & Lewis Practical Haematology
1631	Dacie & Lewis Practical Haematology
1632	District Laboratory Practice in Tropical Countries
1633	District Laboratory Practice in Tropical Countries-Part 2
1634	Green Wood Medical Microbiology
1635	Tietz Textbook of CLINICAL CHEMISTRY & MOLECULAR & DIAGNOSTICS
1636	Textbooks of PATHOLOGY
1637	Robbins & cotran Pathologic Basis of Disease-1 vol
1638	Robbins & cotran Pathologic Basis of Disease-1 vol
1639	Hoff brand's Essential Hematology
1640	Rang & Dale's PHARMACOLOGY
1641	Clinical Pharmacology
1642	BNF 77 ( mar-set 2019
1643	Gray's Anatomy for Students
1644	ABRAHAMS' & MCmINNS'S CLINICAL ATLAS OF human Anatomy
1645	Sociology for Nurses
1646	Textbook of Mental Health Nursing -vol 1
1647	Textbook of Mental Health Nursing -vol 11
1648	Community Medicine
1649	Nursing Now
1650	Hospital administration
1651	Marlow's Textbook of Pediatric nursing
1652	A textbook of Children's & Young People's Nursing.
1653	Principles & Practice of Psychiatric  Nursing
1654	Textbook of Nursing Research & Staticstics
1655	psychology
1656	Wong's Essentials of Pediatric Nursing
1657	Nursing care Planning Resource
1658	Oxford handbook of Nutrition & Dietetics
1659	Williams'Basic Nutrition & Dieet Therapy
1660	Self Assesment & review PSM & Biostatistics
1661	Management & cost Accounting
1662	SOSS Statistics Version 22-A Practice Guide
1663	Strategic Human Resource Management-A Balanced Approach
1664	Strategic Management Human Resources
1665	Social Research Methods
1666	SATATICTIS
1667	Human Resource Management
1668	International Human resource management
1669	Human Resource Management
1670	Social Research Methods
1671	Business research Methods
1672	Research Methods
1673	Managing Human Resource
1674	The Strategy Focused organization
1675	Strategy MAPS
1676	Human Resource Management:Gaining Competitive Advantage
1677	Managing Human Resource:Productivity'Quality of work Life Profit
1678	Business Ethics
1679	Social Psychology & Human Nature
1680	Services Marketing
1681	Investments An Introductions
1682	SPSS Statistics Version 22-A Practical Guide
1683	Biological Psychology
1684	psychology
1685	Introduction to personalty
1686	Statistics for the Behavioral Sciences
1687	The Business Environment
1688	Principles of Marketing -A Global Perspective
1689	Services Marketing
1690	Research Methods & Statistics
1691	managerial Accounting
1692	management Accounting
1693	Management & cost Accounting
1694	Understanding Statistics in the Behavioral Sciences
1695	Pathologic Basis of Disease
1696	Hoff brand's Hematology
1697	cellular & molecular Immunology
1698	Ganong's Review of Medical Physiology
1699	Harper's Illustrated Biochemistry
1700	Clinical Dietetics & Nutrition
1701	Paniker's Textbook of Medical Parasitology
1702	Paniker's Textbook of Medical Parasitology
1703	The Washington  Manual of Critical Care
1704	Oxford Desk Reference Geriatric Medicine
1705	Atikings Physic Chemistry
1706	Sociology for Nurses
1707	Sociology for Nurses
1708	Methods in Biostatistics
1709	Frank Wood Business Accounting -2
1710	Statistics for Management
1711	Frank Woods Business Accounting -1
1712	Educationally Psychology
1713	Ross & Wilson Anatomy & Physiology
1714	Ross & Wilson Anatomy & Pharmacology
1715	cellular & molecular Immunology
1716	Ganong's Review of Medical Physiology
1717	Robbins & cotran Pathologic Basis of Disease- vol 2
1718	Research Methods for Business students
1719	Robbins Basic Pathology
1720	Social Policy
1721	Sensation & Precrption
1722	Discovery Series Introducttion
1723	Services Marketing
1724	Research Methods in Psychology
1725	International process in Therapy An Integrative Model
1726	Group Process and Practice
1727	Integrating and Change Strategies for Helpers
1728	psychology and contemporary life Human Adjustment
1729	Nurse as educator
1730	lippingcott's
1731	Rang & Dale Pharmacology
1732	slma GUIDELINES & information on vaccines
1733	Understanding Nursing Research
1734	Community Health Nursing
1735	psychology
1736	Robbins Basic Pathology
1737	Harper's Illustrated Biochemistry
1738	Eight years in Ceylon
1739	Images of Sri Lanka through american eyes
1740	Ceylon
1741	The Kandian Kindom
1742	The polonnaruva period
1743	travels in ceylon
1745	An Historical relation of ceylon
1746	nursing medical surgical
1747	One up on wall street
1748	Reminiscences of a stock operator
1749	The Accidental American- Tony Blair and the Presidency
1750	Your guide to stock and shares
1751	How the experts buy stocks for profit
1752	Ganong's Review of Medical Physiology
1753	Accounting In A Business Context
1754	Medical Mycology
1755	Evil Allergies
1756	The Practice of Nursing Research
1757	Understanding Nursing Research
1758	Mahajan's Methods in Bio statistics for medical students & research workers
1759	A Laboratory Guide to Basic Microbiology Techniques and Laboratory conduct
1760	A Laboratory Guide to Basic Microbiology Techniques and Laboratory conduct
1761	A Laboratory Guide to Basic Microbiology Techniques and Laboratory conduct
1762	A Laboratory Guide to Basic Microbiology Techniques and Laboratory conduct
1763	A Laboratory Guide to Basic Microbiology Techniques and Laboratory conduct
1764	Intensive English
1765	Intensive English
1766	Intensive English
1767	Intensive English
1768	Intensive English
1769	Intensive English
1770	Intensive English
1771	Intensive English
1772	Intensive English
1773	RAPIDS-Rescuing a Patient In Deteriorating Situations
1774	Oxford Textbook of GERIATRIC MEDICINE
1775	CRITICAL CARE NURSING
1776	CRITICAL CARE NURSING
1777	TEXT BOOK of Critical Care
1778	TEXT BOOK of Critical Care
1779	TEXT BOOK Of Forensic and Practice
1780	Assessment in Counseling
1781	Assessment in Counseling
1782	Research Methods and Statistics
1783	Research Methods and Statistics
1784	Statistics for the Behavioral Sciences
1785	Statistics for the Behavioral Sciences
1786	Social Personality Development
1787	Community Counselling....
1788	Ethics In Counseling & Psychotherapy...
1789	Diversity in Counseling
1790	Essentials of International interviewing Counseling in a Multicultural World
1791	Introduction to Counseling Voices from the Field
1792	Our Sexuality
1793	Principles of Neuropsychology
1794	Human Development
1795	Health Psychology
1796	Interviewing and Change Strategies for Helperes
1797	Culture and Psychology
1798	Auditing
1799	Auditing
1800	Human Resource Management
1801	Consumer Behavior
1802	Strategic Human Resources Planning
1803	A Textbook of Business Mathematics
1804	Performance Management
1805	Reward Management
1806	Nutrition Guide for Clinicians
1807	Management & cost Accounting
1808	Auditing
1809	Marketing Management
1810	Introduction to Operations & Supply Chain Management
1811	Consumer Behavior
1812	Strategic Management and Business Policy
1813	Organization Development &Change
1814	Investments and Portfolio Management
1815	Knowledge Management an Integrated Approach
1816	Macroeconomics for Today
1817	ENTREPRENEURSHIP
1818	Financial Accounting & Reporting
1819	Writing the Research paper A Hand Book
1820	Gray's Anatomy for Students
1821	Gray's Anatomy for Students
1822	Dacie and Lewis Practical Haematology
1823	Dacie and Lewis Practical Haematology
1824	Dacie and Lewis Practical Haematology
1825	Dacie and Lewis Practical Haematology
1826	Dacie and Lewis Practical Haematology
1827	Rang & Dale's PHARMACOLOGY
1828	Rang & Dale's PHARMACOLOGY
1829	Rang & Dale's PHARMACOLOGY
1830	Clinical Atlas of Human Anatomy
1831	Clinical Atlas of Human Anatomy
1832	Clinical Pharmacology
1833	Clinical Pharmacology
1834	District Laboratory Practice in Tropical Countries
1835	District Laboratory Practice in Tropical Countries
1836	District Laboratory Practice in Tropical Countries
1837	District Laboratory Practice in Tropical Countries
1838	Medical Microbiology
1839	Medical Microbiology
1840	Medical Microbiology
1841	Medical Microbiology
1842	Tietz fundamentals  of Clinical Chemistry & Molecular Diagnostics
1843	Tietz fundamentals  of Clinical Chemistry & Molecular Diagnostics
1844	Tietz fundamentals  of Clinical Chemistry & Molecular Diagnostics
1845	Tietz fundamentals  of Clinical Chemistry & Molecular Diagnostics
1846	cellular & molecular Immunology
1847	Textbooks of PATHOLOGY-8 th .ed
1848	Textbooks of PATHOLOGY-8 th .ed
1849	Textbooks of PATHOLOGY-8 th .ed
1850	Textbooks of PATHOLOGY
1851	Hoff brand's Hematology
1852	Hoff brand's Hematology
1853	Hoff brand's Hematology
1854	Hoff brand's Hematology
1855	Robbins & cotran Pathologic Basis of Disease- vol-1-11
1856	Robbins & cotran Pathologic Basis of Disease- vol-1-11
1857	Robbins & cotran Pathologic Basis of Disease- vol-1-11
1858	Robbins & cotran Pathologic Basis of Disease- vol-1-11
1859	British National Formula
1860	British National Formula
1861	British National Formula
1862	British National Formula
1863	British National Formula
1864	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1865	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1866	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1867	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1868	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1869	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1870	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1871	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1872	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1873	A Laboratory guide to basic microbiology techniques & Laboratory conduct:
1874	Pathology Quick Review
1875	Pathology Quick Review
1876	Pathology Quick Review
1877	Pathology Quick Review
1878	International Management-Culture Strategy and behavior
1879	Operation Management
1880	BOARDROOM MATTERS-VOL 1
1881	BOARDROOM MATTERS-VOL 11
1882	Managing Human Resource:Productivity'Quality of work Life Profit
1883	Sourcing and supply chain management
1884	Organization communication Approaches & Proicesses
1885	Corporate Governance & Accountability
1886	From bland to brand
1887	Managing for quality & performance excellence
1888	Principles of operations Management
1889	Organisational Behaviour
1890	Management
1891	International Human Resource Management  with Course Mate
1892	Medical Microbiology
1893	Oxford handbook of Palliative care
1894	Shorter Oxford textbook of Psychiatry
1895	Rang & Dale's PHARMACOLOGY
1896	Basic Pathology
1897	Modern Infectious Disease
1898	Essentials of Nursing Research
1899	Essentials of Nursing Research
1900	Thompson & Thompson Genetics In Medicine
1901	Management of Nursing Services & Education
1902	Textbooks of Sociology for Nurses
1903	Learning  & Teaching Nursing
1904	Essential Communication skills for nursing & Midwifery
1905	Leadership & Management for Nurses
1906	Nursing Leadership & Management
1907	Basic Immunology
1908	Textbook of Nursing Research and Statistics
1909	Understanding Nursing Research
1910	Hospital administration
1911	Essentials of Nursing Informatics
1912	Questions & Answers Exam oriented Anatomy Above Diaphragm
1913	Questions & Answers Exam oriented Anatomy Below Diaphragm
1914	Nursing Practice and Public Health Administration
1915	Cellular & Molecular Immunology
1916	Rapid Review Pathology
1917	Essentials of Epidemiology
1918	Psychology for Nurses
1919	Human Anatomy for Students
1920	Gray's Atlas of Anatomy
1921	Biochemistry
1922	How to read Pediatric Ecgs
1923	Nursing Process A Clinical Guide
1924	Nursing Profile
1925	Radical English for Nurses
1926	A Guide for Today's Caregivers
1927	adult Development & Aging
1928	Language Development
1929	Enrepreneurial Development
1930	Management
1931	Human Resource Management Personnel
1932	Human Resource Management Personnel
1933	Strategic Market Management
1934	Statistics for Business & Economics
1935	International Human resource management
1936	Advertising and Promotions An Integrated Brand Approach
1937	Sourcing and supply chain management
1938	Leadership in Organizations
1939	Intermediate English Grammar Supplementary Exercises
1940	Business Communication Today
1941	Pre-Intermediate Business Grammar & Practice
1942	Business Vocabulary In Use Elementary to Pre-Intermediate
1943	Advanced Grammar in Use
1944	Writing
1945	Teaching English as an International Language
1946	Intermediate English Grammar
1947	Intermediate English Grammar
1948	Essential English Grammar
1949	Essential English Grammar
1950	Business Vocabulary in use Advanced
1951	Professional English in Use
1952	Complete IELTS
1953	Cambridge English IELTS 8
1954	Cambridge English IELTS 9
1955	Cambridge English IELTS 11
1956	Cambridge English IELTS 10
1957	Cambridge English IELTS 7
1958	Cambridge English IELTS 6
1959	Cambridge English IELTS 5
1960	Cambridge English IELTS 4
1961	Cambridge English IELTS 3
1962	Cambridge English IELTS 2
1963	Cambridge English IELTS 1
1964	The Basic of communication-A relational Perspective
1965	Training & development -Theories & Applications
1966	Kalamanakara saha Ginumkarana Paryeshana krama Vidyawa
1967	Global Sociology
1968	Business Environment
1969	Business Environment
1970	A Textbook of Business & Industrial Laws
1971	Sales Management
1972	Business To Business -Marketing Management
1973	Essentials of Entrepreneurship Small Business Management
1974	Business Communication Today
1975	Ethics Incorporated
1976	Cost Accounting: A Managerial Emphasis
1977	Cost Accounting: A Managerial Emphasis
1978	Financial Management
1979	New Era of Management
1980	New Era of Management
1981	Performance Management
1982	Performance Management
1983	Consumer Behavior
1984	Consumer Behavior
1985	Management information System
1986	A Textbook of Business & Industrial Laws
1987	Mental Health Nursing vol -1
1988	Mental Health Nursing vol -1
1989	Mental Health Nursing vol -1
1990	Community Health Nursing
1991	Sociology for nurses
1992	Principles of Molecular Biology
1993	Illustrated Textbook of Paediatrics
1994	Research Methodology in Nursing
1995	Research Methodology in Nursing
1996	Research Methodology in Nursing
1997	Research Methodology in Nursing
1998	High School English Grammar & composition
1999	High School English Grammar & composition-Multi Colour edi
